,0
0,0.3488095238095238
1,0.3904761904761905
2,0.2976190476190476
3,0.39404761904761904
4,0.4142857142857143
5,0.5988095238095238
6,0.4119047619047619
7,0.31666666666666665
8,0.4023809523809524
9,0.3273809523809524
10,0.3904761904761905
11,0.6333333333333333
12,0.5797619047619048
13,0.4035714285714286
14,0.2785714285714286
15,0.48095238095238096
16,0.5702380952380952
17,0.35714285714285715
18,0.20476190476190476
19,0.5142857142857142
20,0.5821428571428572
21,0.6297619047619047
22,0.2761904761904762
23,0.10476190476190476
24,0.3678571428571429
25,0.44642857142857145
26,0.35833333333333334
27,0.49047619047619045
28,0.6321428571428571
29,0.4869047619047619
30,0.2642857142857143
31,0.31666666666666665
32,0.49166666666666664
33,0.5880952380952381
34,0.29523809523809524
35,0.5321428571428571
36,0.4773809523809524
37,0.4023809523809524
38,0.39285714285714285
39,0.5047619047619047
40,0.49047619047619045
41,0.4738095238095238
42,0.4976190476190476
43,0.45
44,0.4738095238095238
45,0.3392857142857143
46,0.3392857142857143
47,0.45476190476190476
48,0.39166666666666666
49,0.34404761904761905
50,0.5380952380952381
51,0.5321428571428571
52,0.4083333333333333
53,0.45476190476190476
54,0.5333333333333333
55,0.48928571428571427
56,0.21785714285714286
57,0.42857142857142855
58,0.44285714285714284
59,0.37857142857142856
60,0.4785714285714286
61,0.2654761904761905
62,0.43333333333333335
63,0.305952380952381
64,0.17142857142857143
65,0.34285714285714286
66,0.3488095238095238
67,0.4154761904761905
68,0.3547619047619048
69,0.5035714285714286
70,0.22380952380952382
71,0.44642857142857145
72,0.36547619047619045
73,0.29642857142857143
74,0.41904761904761906
75,0.27380952380952384
76,0.3523809523809524
77,0.42023809523809524
78,0.21428571428571427
79,0.6154761904761905
80,0.3345238095238095
81,0.4785714285714286
82,0.14047619047619048
83,0.3107142857142857
84,0.4369047619047619
85,0.23333333333333334
86,0.047619047619047616
87,0.2773809523809524
88,0.325
89,0.6035714285714285
90,0.5321428571428571
91,0.22976190476190475
92,0.5642857142857143
93,0.42738095238095236
94,0.37976190476190474
95,0.3952380952380952
96,0.4261904761904762
97,0.35
98,0.4738095238095238
99,0.5023809523809524
100,0.4642857142857143
101,0.35119047619047616
102,0.26071428571428573
103,0.23214285714285715
104,0.275
105,0.3678571428571429
106,0.28809523809523807
107,0.39880952380952384
108,0.24404761904761904
109,0.3142857142857143
110,0.22142857142857142
111,0.24642857142857144
112,0.37142857142857144
113,0.6142857142857143
114,0.27976190476190477
115,0.3821428571428571
116,0.31785714285714284
117,0.2571428571428571
118,0.5702380952380952
119,0.5976190476190476
120,0.3488095238095238
121,0.2904761904761905
122,0.44761904761904764
