epoch,mlp/train/acc,mlp/train/loss,mlp/val/acc,mlp/val/loss,step
0,,,31.934524536132812,1.8447463512420654,182
0,27.693050384521484,1.9809176921844482,,,182
1,,,34.56349182128906,1.7638832330703735,365
1,39.22672653198242,1.717933177947998,,,365
2,,,38.0853157043457,1.7354153394699097,548
2,44.58601379394531,1.5880615711212158,,,548
3,,,38.4523811340332,1.7379080057144165,731
3,47.7906494140625,1.4968312978744507,,,731
4,,,39.117061614990234,1.732386827468872,914
4,50.76791000366211,1.4223979711532593,,,914
5,,,38.35317611694336,1.7399822473526,1097
5,53.1467170715332,1.3585187196731567,,,1097
6,,,39.93055725097656,1.7254939079284668,1280
6,55.40325927734375,1.2999285459518433,,,1280
7,,,39.99007797241211,1.7329105138778687,1463
7,57.54290008544922,1.247406005859375,,,1463
8,,,40.41666793823242,1.7188218832015991,1646
8,59.1087532043457,1.2002228498458862,,,1646
9,,,39.255950927734375,1.7475924491882324,1829
9,60.800086975097656,1.1571917533874512,,,1829
10,,,38.94841384887695,1.7485990524291992,2012
10,62.49142074584961,1.113984227180481,,,2012
11,,,40.82341384887695,1.7750810384750366,2195
11,63.69047546386719,1.0785685777664185,,,2195
12,,,40.386905670166016,1.7866125106811523,2378
12,64.71685791015625,1.04300057888031,,,2378
13,,,40.53571319580078,1.7668997049331665,2561
13,65.90947723388672,1.0112576484680176,,,2561
14,,,38.81944274902344,1.8033970594406128,2744
14,66.99163818359375,0.9796333909034729,,,2744
15,,,39.19643020629883,1.8187484741210938,2927
15,68.41806030273438,0.9437411427497864,,,2927
16,,,39.50396728515625,1.8398410081863403,3110
16,69.41226959228516,0.9200090765953064,,,3110
17,,,39.58333206176758,1.8289391994476318,3293
17,70.12870025634766,0.8924915790557861,,,3293
18,,,40.77381134033203,1.831748604774475,3476
18,71.32882690429688,0.8639745116233826,,,3476
19,,,38.234127044677734,1.8549749851226807,3659
19,71.98091125488281,0.8438093066215515,,,3659
20,,,40.43650817871094,1.8472603559494019,3842
20,73.03732299804688,0.8194199800491333,,,3842
21,,,39.30555725097656,1.8772923946380615,4025
21,73.75589752197266,0.7984050512313843,,,4025
22,,,38.89881134033203,1.8932262659072876,4208
22,74.44766235351562,0.7772747278213501,,,4208
23,,,38.998016357421875,1.8771566152572632,4391
23,75.24774932861328,0.7568331956863403,,,4391
24,,,39.45436477661133,1.8887109756469727,4574
24,75.9309310913086,0.7387164235115051,,,4574
25,,,40.82341384887695,1.8904320001602173,4757
25,76.4779052734375,0.7243040204048157,,,4757
26,,,39.375,1.906050205230713,4940
26,77.02166748046875,0.7088813781738281,,,4940
27,,,40.099205017089844,1.9297984838485718,5123
27,77.70377349853516,0.6915307641029358,,,5123
28,,,38.96825408935547,1.906820297241211,5306
28,78.26040649414062,0.679427444934845,,,5306
29,,,38.39285659790039,1.9452496767044067,5489
29,78.67760467529297,0.6682189106941223,,,5489
30,,,39.255950927734375,1.9104187488555908,5672
30,79.29215240478516,0.6509715914726257,,,5672
31,,,39.52381134033203,1.928436517715454,5855
31,79.78227996826172,0.6372452974319458,,,5855
32,,,38.501983642578125,1.930832028388977,6038
32,80.21664428710938,0.6252396702766418,,,6038
33,,,39.007938385009766,1.9703418016433716,6221
33,80.66709899902344,0.6157271862030029,,,6221
34,,,39.45436477661133,1.9445432424545288,6404
34,81.02316284179688,0.6048014760017395,,,6404
35,,,38.720237731933594,1.9607174396514893,6587
35,81.26233673095703,0.6018000245094299,,,6587
36,,,39.037696838378906,1.9887983798980713,6770
36,82.05062103271484,0.5820069909095764,,,6770
37,,,39.43452453613281,1.994627594947815,6953
37,82.16216278076172,0.5749616026878357,,,6953
38,,,38.283729553222656,1.9950323104858398,7136
38,82.55255126953125,0.5697446465492249,,,7136
39,,,36.974205017089844,2.0001988410949707,7319
