epoch,mlp/train/acc,mlp/train/loss,mlp/val/acc,mlp/val/loss,step
0,,,26.253969192504883,2.00093150138855,177
0,28.226411819458008,1.9708611965179443,,,177
1,,,30.007936477661133,1.9585306644439697,355
1,40.55775833129883,1.6754543781280518,,,355
2,,,31.96825408935547,1.9732598066329956,533
2,45.95348358154297,1.5326497554779053,,,533
3,,,31.793651580810547,1.9368677139282227,711
3,49.51719665527344,1.441515564918518,,,711
4,,,32.31745910644531,1.9337961673736572,889
4,52.27402877807617,1.3667771816253662,,,889
5,,,32.007938385009766,1.9681169986724854,1067
5,54.85009002685547,1.3006356954574585,,,1067
6,,,32.79365158081055,1.9804850816726685,1245
6,56.93342208862305,1.2419425249099731,,,1245
7,,,33.02381134033203,1.9885040521621704,1423
7,58.998016357421875,1.1922814846038818,,,1423
8,,,31.76984214782715,2.0248048305511475,1601
8,60.82120895385742,1.1441904306411743,,,1601
9,,,32.33333206176758,2.0120527744293213,1779
9,62.42173767089844,1.098376750946045,,,1779
10,,,32.88888931274414,2.0607781410217285,1957
10,63.9307746887207,1.060370922088623,,,1957
11,,,32.126983642578125,2.0983312129974365,2135
11,65.30754089355469,1.0251896381378174,,,2135
12,,,33.007938385009766,2.099710464477539,2313
12,66.45502471923828,0.9913514852523804,,,2313
13,,,32.29365158081055,2.1053316593170166,2491
13,67.9332046508789,0.9559900164604187,,,2491
14,,,31.746030807495117,2.1450307369232178,2669
14,69.31547546386719,0.9189497232437134,,,2669
15,,,31.44444465637207,2.1669564247131348,2847
15,70.18187713623047,0.8895436525344849,,,2847
16,,,31.595237731933594,2.176713228225708,3025
16,71.26432800292969,0.8662624359130859,,,3025
17,,,31.095237731933594,2.1926870346069336,3203
17,72.11089324951172,0.840595543384552,,,3203
18,,,31.53174591064453,2.204616069793701,3381
18,72.8670654296875,0.8167696595191956,,,3381
19,,,32.0,2.2331185340881348,3559
19,73.89990997314453,0.7961059212684631,,,3559
20,,,32.44444274902344,2.2351691722869873,3737
20,74.75418853759766,0.775780975818634,,,3737
21,,,32.904762268066406,2.293114185333252,3915
21,75.39462280273438,0.7543362379074097,,,3915
22,,,32.19841384887695,2.2613003253936768,4093
22,76.2070083618164,0.731842577457428,,,4093
23,,,32.32539749145508,2.2835967540740967,4271
23,76.8816146850586,0.7145089507102966,,,4271
24,,,32.46825408935547,2.3106374740600586,4449
24,77.53858184814453,0.6969899535179138,,,4449
25,,,32.10317611694336,2.352248430252075,4627
25,77.88359832763672,0.6846967935562134,,,4627
26,,,31.150793075561523,2.3735337257385254,4805
26,78.56481170654297,0.6683701276779175,,,4805
27,,,32.44444274902344,2.3432059288024902,4983
27,79.16445922851562,0.6533331274986267,,,4983
28,,,32.095237731933594,2.3617594242095947,5161
28,79.5149917602539,0.6442480087280273,,,5161
29,,,32.52381134033203,2.372931957244873,5339
29,80.32737731933594,0.6258300542831421,,,5339
30,,,33.007938385009766,2.4180164337158203,5517
30,80.57870483398438,0.6173048615455627,,,5517
31,,,32.22222137451172,2.4123055934906006,5695
31,81.16622924804688,0.6021594405174255,,,5695
32,,,32.595237731933594,2.430561065673828,5873
32,81.38117218017578,0.5930151343345642,,,5873
33,,,32.16666793823242,2.389827013015747,6051
33,81.54651641845703,0.586851179599762,,,6051
34,,,31.563491821289062,2.4365692138671875,6229
34,82.16710662841797,0.5772067308425903,,,6229
35,,,32.53174591064453,2.4249134063720703,6407
35,82.33576202392578,0.5682398676872253,,,6407
36,,,32.880950927734375,2.42659330368042,6585
36,83.1316146850586,0.5543541312217712,,,6585
37,,,32.373016357421875,2.430694580078125,6763
37,83.02027893066406,0.5486117005348206,,,6763
38,,,32.14285659790039,2.4846160411834717,6941
38,83.33663940429688,0.5403547286987305,,,6941
39,,,33.4523811340332,2.4746787548065186,7119
39,83.85031127929688,0.5324452519416809,,,7119
40,,,31.182538986206055,2.47037935256958,7297
40,84.0079345703125,0.5273371934890747,,,7297
41,,,32.85714340209961,2.5122406482696533,7475
41,84.4488525390625,0.5183343887329102,,,7475
42,,,33.31745910644531,2.506481647491455,7653
42,84.61860656738281,0.5118799805641174,,,7653
