true\pred,Anger,Disgust,Fear,Sadness,Neutral,Amusement,Inspiration,Joy,Tenderness
Anger,3709.00000000,729.00000000,823.00000000,760.00000000,1309.00000000,565.00000000,971.00000000,568.00000000,1636.00000000
Disgust,270.00000000,6373.00000000,838.00000000,713.00000000,1020.00000000,605.00000000,332.00000000,623.00000000,296.00000000
Fear,754.00000000,1346.00000000,4175.00000000,398.00000000,885.00000000,1313.00000000,602.00000000,689.00000000,908.00000000
Sadness,1265.00000000,752.00000000,372.00000000,3351.00000000,2584.00000000,411.00000000,534.00000000,834.00000000,967.00000000
Neutral,946.00000000,1049.00000000,403.00000000,1226.00000000,8394.00000000,587.00000000,635.00000000,674.00000000,846.00000000
Amusement,797.00000000,611.00000000,1034.00000000,507.00000000,767.00000000,5265.00000000,556.00000000,765.00000000,768.00000000
Inspiration,1381.00000000,792.00000000,1047.00000000,910.00000000,1847.00000000,923.00000000,2480.00000000,655.00000000,1035.00000000
Joy,612.00000000,1256.00000000,1108.00000000,1092.00000000,1333.00000000,1723.00000000,693.00000000,2296.00000000,957.00000000
Tenderness,1203.00000000,468.00000000,601.00000000,557.00000000,1096.00000000,427.00000000,726.00000000,598.00000000,5394.00000000
