true\pred,Anger,Disgust,Fear,Sadness,Neutral,Amusement,Inspiration,Joy,Tenderness
Anger,39.25022584,5.48328817,6.44986450,7.56097561,11.94218609,4.29087624,9.53929539,6.55826558,8.92502258
Disgust,3.34236676,53.19783198,7.83197832,8.19331527,8.48238482,3.89340560,4.12827462,8.27461608,2.65582656
Fear,6.15176152,8.78048780,39.84643180,3.73983740,6.10659440,12.05058717,6.10659440,9.01535682,8.20234869
Sadness,5.84462511,7.43450768,5.64588979,33.46883469,23.25203252,2.85456188,6.17886179,8.90695574,6.41373080
Neutral,5.52168022,4.49186992,5.27777778,8.87533875,51.91734417,4.22086721,5.18970190,6.09756098,8.40785908
Amusement,5.47425474,5.22131888,8.01264679,4.76061427,7.25383921,45.25745257,9.89159892,9.76513098,4.36314363
Inspiration,10.04516712,5.19421861,7.27190605,8.44625113,12.35772358,6.46793135,34.83288166,6.72086721,8.66305330
Joy,5.62782294,5.70912376,11.05691057,13.01716350,9.24119241,13.64046974,9.31345980,25.22131888,7.17253839
Tenderness,8.67208672,2.69196025,6.50406504,6.44083107,8.97922313,6.60343270,9.81933153,5.58265583,44.70641373
