epoch,mlp/train/acc,mlp/train/loss,mlp/val/acc,mlp/val/loss,step
0,,,30.625,1.8975006341934204,182
0,29.587087631225586,1.950040340423584,,,182
1,,,35.04960250854492,1.838599443435669,365
1,40.72072219848633,1.6734951734542847,,,365
2,,,37.05356979370117,1.858788251876831,548
2,45.81188201904297,1.5407949686050415,,,548
3,,,38.35317611694336,1.8167468309402466,731
3,49.8552131652832,1.4416279792785645,,,731
4,,,38.859127044677734,1.8225008249282837,914
4,53.089874267578125,1.3601932525634766,,,914
5,,,38.650794982910156,1.8510651588439941,1097
5,56.03067398071289,1.286787986755371,,,1097
6,,,38.4226188659668,1.8702549934387207,1280
6,58.25396728515625,1.2231440544128418,,,1280
7,,,38.462303161621094,1.9496245384216309,1463
7,59.97104263305664,1.1726559400558472,,,1463
8,,,38.630950927734375,1.968522548675537,1646
8,61.969112396240234,1.1184251308441162,,,1646
9,,,37.37103271484375,1.9981681108474731,1829
9,63.54998016357422,1.0699201822280884,,,1829
10,,,38.591270446777344,2.0435304641723633,2012
10,65.29922485351562,1.0254007577896118,,,2012
11,,,37.49007797241211,2.078554391860962,2195
11,66.67310333251953,0.9824832677841187,,,2195
12,,,38.363094329833984,2.133517026901245,2378
12,68.0319595336914,0.9500373005867004,,,2378
13,,,38.48214340209961,2.1083338260650635,2561
13,69.38224029541016,0.9148133397102356,,,2561
14,,,38.730159759521484,2.132551431655884,2744
14,70.26919555664062,0.8875644207000732,,,2744
15,,,39.355159759521484,2.1508026123046875,2927
15,71.4178466796875,0.855701208114624,,,2927
16,,,37.658729553222656,2.227088212966919,3110
16,72.80673217773438,0.8213820457458496,,,3110
17,,,38.92856979370117,2.2574381828308105,3293
17,73.3858871459961,0.8028450012207031,,,3293
18,,,34.91071319580078,2.240260362625122,3476
18,74.32324981689453,0.7793495655059814,,,3476
19,,,39.22618865966797,2.283662796020508,3659
19,75.47833251953125,0.7500134706497192,,,3659
20,,,37.132938385009766,2.2992517948150635,3842
20,76.09394836425781,0.7309473752975464,,,3842
21,,,38.21428680419922,2.297628879547119,4025
21,76.57657623291016,0.7161616086959839,,,4025
22,,,37.36111068725586,2.3497579097747803,4208
22,77.47319030761719,0.6901548504829407,,,4208
23,,,37.35118865966797,2.367227077484131,4391
23,78.21321105957031,0.6715680956840515,,,4391
24,,,36.95436477661133,2.385279893875122,4574
24,78.7022705078125,0.6574471592903137,,,4574
25,,,35.376983642578125,2.441977024078369,4757
25,79.00364685058594,0.6477069854736328,,,4757
26,,,34.623016357421875,2.4446980953216553,4940
26,79.86593627929688,0.6298342347145081,,,4940
27,,,35.019840240478516,2.42694354057312,5123
27,80.45259857177734,0.614315390586853,,,5123
28,,,34.43452453613281,2.456256628036499,5306
28,80.78721618652344,0.6038611531257629,,,5306
29,,,34.3353157043457,2.5080044269561768,5489
29,81.52080535888672,0.5884506106376648,,,5489
30,,,35.376983642578125,2.489901542663574,5672
30,81.88545989990234,0.5761025547981262,,,5672
31,,,34.632938385009766,2.547349214553833,5855
31,82.14500427246094,0.5695611238479614,,,5855
32,,,35.515872955322266,2.482520341873169,6038
32,82.79708099365234,0.5550230145454407,,,6038
33,,,33.39285659790039,2.535933256149292,6221
33,83.11883544921875,0.5470779538154602,,,6221
34,,,35.63492202758789,2.507460355758667,6404
34,83.43843841552734,0.5340652465820312,,,6404
35,,,34.69245910644531,2.5494866371154785,6587
35,83.83419036865234,0.5257931351661682,,,6587
36,,,34.3353157043457,2.5309228897094727,6770
36,84.28893280029297,0.5161073803901672,,,6770
37,,,33.47222137451172,2.6233129501342773,6953
37,84.38438415527344,0.5109492540359497,,,6953
38,,,34.79166793823242,2.595750570297241,7136
38,84.91098022460938,0.5010801553726196,,,7136
39,,,33.105159759521484,2.621263027191162,7319
39,85.0461196899414,0.49613434076309204,,,7319
40,,,34.712303161621094,2.595428466796875,7502
40,85.2563247680664,0.4892614185810089,,,7502
41,,,33.234127044677734,2.5973637104034424,7685
41,85.71214294433594,0.4786994159221649,,,7685
42,,,34.19643020629883,2.6210620403289795,7868
42,85.81724548339844,0.4755775034427643,,,7868
43,,,35.367061614990234,2.5818843841552734,8051
43,86.08000946044922,0.4693872630596161,,,8051
44,,,34.890872955322266,2.5975537300109863,8234
44,86.18296813964844,0.46310994029045105,,,8234
45,,,33.81944274902344,2.680250883102417,8417
45,86.53367614746094,0.4583265781402588,,,8417
46,,,33.83928680419922,2.6172189712524414,8600
46,86.6173324584961,0.4532739818096161,,,8600
47,,,33.869049072265625,2.601292610168457,8783
47,87.05598449707031,0.4481329619884491,,,8783
48,,,33.730159759521484,2.593005657196045,8966
48,87.044189453125,0.44506600499153137,,,8966
49,,,33.83928680419922,2.5945956707000732,9149
49,87.4549560546875,0.4354269802570343,,,9149
50,,,33.81944274902344,2.591036081314087,9332
50,87.54075622558594,0.43534255027770996,,,9332
51,,,33.75992202758789,2.595167636871338,9515
51,87.6244125366211,0.4322259724140167,,,9515
52,,,34.255950927734375,2.620399236679077,9698
52,87.79601287841797,0.4273078739643097,,,9698
53,,,34.4146842956543,2.597337245941162,9881
53,88.10918426513672,0.42295581102371216,,,9881
54,,,33.87896728515625,2.6548068523406982,10064
54,87.8667984008789,0.42633622884750366,,,10064
55,,,32.599205017089844,2.6539196968078613,10247
55,88.3376235961914,0.41630348563194275,,,10247
