epoch,ext/train/acc,ext/train/acc5,ext/train/loss,ext/train/lr,ext/val/acc,ext/val/acc5,ext/val/loss,step
0,,,,,10.93073558807373,30.465368270874023,4.070309638977051,6104
0,7.037557125091553,23.67555809020996,3.8684680461883545,0.0006999970646575093,,,,6104
1,,,,,11.985930442810059,33.25216293334961,3.910219430923462,12209
1,10.778050422668457,31.202760696411133,3.6880552768707275,0.0006999970646575093,,,,12209
2,,,,,15.31385326385498,36.228355407714844,3.7956714630126953,18314
2,12.458757400512695,34.205570220947266,3.6140103340148926,0.0006999970646575093,,,,18314
3,,,,,14.96212100982666,36.1201286315918,3.8637373447418213,24419
3,13.03264331817627,35.03129577636719,3.588930606842041,0.0006999970646575093,,,,24419
4,,,,,15.259739875793457,36.850650787353516,3.776327133178711,30524
4,13.737861633300781,36.03632736206055,3.5649123191833496,0.0006999970646575093,,,,30524
5,,,,,16.747835159301758,39.50216293334961,3.7328176498413086,36629
5,14.227799415588379,36.85035705566406,3.5435895919799805,0.0006999970646575093,,,,36629
6,,,,,17.83008575439453,40.395023345947266,3.7424468994140625,42734
6,14.562711715698242,37.13203430175781,3.5332443714141846,0.0006999970646575093,,,,42734
7,,,,,18.804113388061523,40.90909194946289,3.721306085586548,48839
7,15.185737609863281,37.9644889831543,3.5117135047912598,0.0006999970646575093,,,,48839
8,,,,,17.559524536132812,40.55735778808594,3.6988959312438965,54944
8,15.633848190307617,38.504154205322266,3.4967379570007324,0.0006999970646575093,,,,54944
9,,,,,19.345237731933594,42.74891662597656,3.646010398864746,61049
9,15.866678237915039,38.951385498046875,3.4834177494049072,0.0006999970646575093,,,,61049
10,,,,,18.533550262451172,40.23268508911133,3.7551960945129395,67154
10,15.925178527832031,38.95109558105469,3.4827160835266113,0.0006999970646575093,,,,67154
11,,,,,18.912338256835938,41.66666793823242,3.658611536026001,73259
11,16.095413208007812,39.214927673339844,3.478100061416626,0.0006999970646575093,,,,73259
12,,,,,19.291126251220703,40.449134826660156,3.6507856845855713,79364
12,16.19778823852539,39.42991638183594,3.47355580329895,0.0006999970646575093,,,,79364
13,,,,,18.506492614746094,41.477272033691406,3.5700440406799316,85469
13,16.38469696044922,39.594303131103516,3.4624900817871094,0.0006999970646575093,,,,85469
14,,,,,18.777055740356445,40.665584564208984,3.677381992340088,91574
14,16.42535400390625,39.73558044433594,3.4637610912323,0.0006999970646575093,,,,91574
15,,,,,19.561687469482422,41.15259552001953,3.6697750091552734,97679
15,16.60173225402832,39.8619384765625,3.4564342498779297,0.0006999970646575093,,,,97679
16,,,,,18.804113388061523,42.77597427368164,3.6719014644622803,103784
16,16.663156509399414,40.032466888427734,3.454073905944824,0.0006999970646575093,,,,103784
17,,,,,18.587661743164062,40.800865173339844,3.6660234928131104,109889
17,16.81145477294922,40.28314208984375,3.44823956489563,0.0006999970646575093,,,,109889
18,,,,,19.64285659790039,41.477272033691406,3.7533111572265625,115994
18,16.75383186340332,40.214988708496094,3.4446308612823486,0.0006999970646575093,,,,115994
19,,,,,19.074674606323242,41.09848403930664,3.6898646354675293,122099
19,16.800338745117188,40.19685363769531,3.4423234462738037,0.0006999970646575093,,,,122099
20,,,,,19.5887451171875,41.17965316772461,3.679901361465454,128204
20,16.750905990600586,40.2354621887207,3.4464893341064453,0.0006999970646575093,,,,128204
21,,,,,18.208873748779297,41.04437255859375,3.689366102218628,134309
21,16.971158981323242,40.46156692504883,3.438326358795166,0.0006999970646575093,,,,134309
22,,,,,19.10173225402832,42.316017150878906,3.7414534091949463,140414
22,16.998361587524414,40.57768630981445,3.4365322589874268,0.0006999970646575093,,,,140414
23,,,,,18.587661743164062,41.58549880981445,3.7253823280334473,146519
23,16.956241607666016,40.57008361816406,3.4327921867370605,0.0006999970646575093,,,,146519
24,,,,,19.209957122802734,41.96428680419922,3.665320634841919,152624
24,16.95068359375,40.661048889160156,3.4341111183166504,0.0006999970646575093,,,,152624
25,,,,,17.50541114807129,41.612552642822266,3.649872303009033,158729
25,17.020299911499023,40.651981353759766,3.4334828853607178,0.0006999970646575093,,,,158729
26,,,,,18.88528060913086,42.532466888427734,3.6465659141540527,164834
26,17.06885528564453,40.652862548828125,3.4300131797790527,0.0006999970646575093,,,,164834
27,,,,,19.615800857543945,43.61471939086914,3.5847342014312744,170939
27,17.183515548706055,40.789459228515625,3.428534507751465,0.0006999970646575093,,,,170939
28,,,,,19.940475463867188,43.4523811340332,3.552966833114624,177044
28,17.14022445678711,40.75991439819336,3.431375503540039,0.0006999970646575093,,,,177044
29,,,,,20.806276321411133,43.01948165893555,3.620988130569458,183149
29,17.031707763671875,40.733882904052734,3.4309425354003906,0.0006999970646575093,,,,183149
30,,,,,19.778139114379883,43.39826965332031,3.604645013809204,189254
30,17.213350296020508,40.56013870239258,3.4308533668518066,0.0006999970646575093,,,,189254
31,,,,,18.966449737548828,42.451297760009766,3.6907472610473633,195359
31,17.25371551513672,40.902069091796875,3.4239048957824707,0.0006999970646575093,,,,195359
32,,,,,20.61688232421875,42.93831253051758,3.6007349491119385,201464
32,17.25663948059082,40.816951751708984,3.4253342151641846,0.0006999970646575093,,,,201464
33,,,,,19.72402572631836,42.9112548828125,3.552762746810913,207569
33,17.275066375732422,40.845619201660156,3.4261107444763184,0.0006999970646575093,,,,207569
34,,,,,19.37229347229004,42.80303192138672,3.603964328765869,213674
34,17.302854537963867,40.78185272216797,3.4258203506469727,0.0006999970646575093,,,,213674
35,,,,,18.39826774597168,41.01731491088867,3.711310386657715,219779
35,17.21569061279297,40.87866973876953,3.4273648262023926,0.0006999970646575093,,,,219779
36,,,,,19.23701286315918,41.639610290527344,3.678304672241211,225884
