,0
0,0.6702380952380952
1,0.7261904761904762
2,0.4630952380952381
3,0.6511904761904762
4,0.5964285714285714
5,0.6988095238095238
6,0.5392857142857143
7,0.49047619047619045
8,0.5666666666666667
9,0.6476190476190476
10,0.6595238095238095
11,0.763095238095238
12,0.669047619047619
13,0.6178571428571429
14,0.5238095238095238
15,0.6107142857142858
16,0.6321428571428571
17,0.638095238095238
18,0.4023809523809524
19,0.5642857142857143
20,0.7571428571428571
21,0.7916666666666666
22,0.5916666666666667
23,0.7380952380952381
24,0.7166666666666667
25,0.5166666666666667
26,0.6023809523809524
27,0.7035714285714286
28,0.6428571428571429
29,0.35
30,0.6452380952380953
31,0.6726190476190477
32,0.7333333333333333
33,0.45595238095238094
34,0.6261904761904762
35,0.5321428571428571
36,0.5595238095238095
37,0.6226190476190476
38,0.7083333333333334
39,0.594047619047619
40,0.7309523809523809
41,0.5059523809523809
42,0.6416666666666667
43,0.7166666666666667
44,0.6166666666666667
45,0.5523809523809524
46,0.6452380952380953
47,0.5583333333333333
48,0.5821428571428572
49,0.719047619047619
50,0.5738095238095238
51,0.5702380952380952
52,0.6333333333333333
53,0.7273809523809524
54,0.6452380952380953
55,0.325
56,0.5547619047619048
57,0.669047619047619
58,0.5166666666666667
59,0.6988095238095238
60,0.4523809523809524
61,0.6928571428571428
62,0.6214285714285714
63,0.3107142857142857
64,0.5666666666666667
65,0.5595238095238095
66,0.6273809523809524
67,0.5630952380952381
68,0.7119047619047619
69,0.5154761904761904
70,0.6154761904761905
71,0.49404761904761907
72,0.4880952380952381
73,0.6047619047619047
74,0.5714285714285714
75,0.5571428571428572
76,0.5595238095238095
77,0.5369047619047619
78,0.7297619047619047
79,0.5952380952380952
80,0.7023809523809523
81,0.5178571428571429
82,0.6226190476190476
83,0.6023809523809524
84,0.4488095238095238
85,0.22380952380952382
86,0.4642857142857143
87,0.4845238095238095
88,0.7297619047619047
89,0.669047619047619
90,0.42857142857142855
91,0.7166666666666667
92,0.6702380952380952
93,0.5404761904761904
94,0.5511904761904762
95,0.6190476190476191
96,0.55
97,0.5642857142857143
98,0.5904761904761905
99,0.5595238095238095
100,0.7202380952380952
101,0.44761904761904764
102,0.5357142857142857
103,0.5761904761904761
104,0.4523809523809524
105,0.3964285714285714
106,0.5464285714285714
107,0.3880952380952381
108,0.475
109,0.40714285714285714
110,0.5214285714285715
111,0.6321428571428571
112,0.7023809523809523
113,0.7428571428571429
114,0.6273809523809524
115,0.5976190476190476
116,0.5011904761904762
117,0.7035714285714286
118,0.7845238095238095
119,0.6107142857142858
120,0.4845238095238095
121,0.569047619047619
