,0
0,0.3357142857142857
1,0.39285714285714285
2,0.3047619047619048
3,0.3964285714285714
4,0.38452380952380955
5,0.575
6,0.39880952380952384
7,0.30952380952380953
8,0.40595238095238095
9,0.32976190476190476
10,0.375
11,0.6321428571428571
12,0.569047619047619
13,0.35833333333333334
14,0.2988095238095238
15,0.4976190476190476
16,0.5535714285714286
17,0.33214285714285713
18,0.20714285714285716
19,0.5
20,0.5869047619047619
21,0.6273809523809524
22,0.3011904761904762
23,0.3821428571428571
24,0.4523809523809524
25,0.35119047619047616
26,0.5095238095238095
27,0.6309523809523809
28,0.4857142857142857
29,0.26666666666666666
30,0.3202380952380952
31,0.49404761904761907
32,0.5964285714285714
33,0.30833333333333335
34,0.5428571428571428
35,0.48928571428571427
36,0.39285714285714285
37,0.39404761904761904
38,0.4976190476190476
39,0.444047619047619
40,0.4630952380952381
41,0.4988095238095238
42,0.44166666666666665
43,0.4797619047619048
44,0.3416666666666667
45,0.33214285714285713
46,0.4392857142857143
47,0.4083333333333333
48,0.4095238095238095
49,0.5202380952380953
50,0.5321428571428571
51,0.3630952380952381
52,0.45595238095238094
53,0.5654761904761905
54,0.4642857142857143
55,0.2261904761904762
56,0.4107142857142857
57,0.4845238095238095
58,0.36428571428571427
59,0.4797619047619048
60,0.26071428571428573
61,0.45
62,0.3333333333333333
63,0.17976190476190476
64,0.31785714285714284
65,0.3273809523809524
66,0.42023809523809524
67,0.36428571428571427
68,0.5297619047619048
69,0.20238095238095238
70,0.4452380952380952
71,0.30952380952380953
72,0.2857142857142857
73,0.40595238095238095
74,0.3880952380952381
75,0.40476190476190477
76,0.30238095238095236
77,0.2988095238095238
78,0.625
79,0.24642857142857144
80,0.39166666666666666
81,0.18571428571428572
82,0.3
83,0.4773809523809524
84,0.22976190476190475
85,0.0011904761904761906
86,0.2833333333333333
87,0.2642857142857143
88,0.6285714285714286
89,0.5345238095238095
90,0.1761904761904762
91,0.4738095238095238
92,0.4869047619047619
93,0.42023809523809524
94,0.4726190476190476
95,0.3976190476190476
96,0.35119047619047616
97,0.4738095238095238
98,0.49404761904761907
99,0.4583333333333333
100,0.35714285714285715
101,0.25
102,0.23214285714285715
103,0.2773809523809524
104,0.3678571428571429
105,0.27976190476190477
106,0.4380952380952381
107,0.21071428571428572
108,0.325
109,0.22142857142857142
110,0.25476190476190474
111,0.35714285714285715
112,0.6071428571428571
113,0.26666666666666666
114,0.3726190476190476
115,0.3142857142857143
116,0.24642857142857144
117,0.5297619047619048
118,0.5892857142857143
119,0.35595238095238096
120,0.275
121,0.45357142857142857
