,0
0,0.8597222222222223
1,0.5263888888888889
2,0.5902777777777778
3,0.7875
4,0.6208333333333333
5,0.9833333333333333
6,0.5666666666666667
7,0.6611111111111111
8,0.5930555555555556
9,0.3388888888888889
10,0.9430555555555555
11,0.9361111111111111
12,0.7541666666666667
13,0.5569444444444445
14,0.41805555555555557
15,0.8
16,0.8236111111111111
17,0.5694444444444444
18,0.7416666666666667
19,0.8111111111111111
20,0.9069444444444444
21,0.9083333333333333
22,0.5625
23,0.7152777777777778
24,0.5930555555555556
25,0.4777777777777778
26,0.3819444444444444
27,0.7902777777777777
28,0.8291666666666667
29,0.4388888888888889
30,0.9361111111111111
31,0.6958333333333333
32,0.5666666666666667
33,0.8708333333333333
34,0.5222222222222223
35,0.7819444444444444
36,0.8347222222222223
37,0.8263888888888888
38,0.9194444444444444
39,0.8944444444444445
40,0.8208333333333333
41,0.6777777777777778
42,0.7361111111111112
43,0.6888888888888889
44,0.8819444444444444
45,0.7305555555555555
46,0.49444444444444446
47,0.95
48,0.6430555555555556
49,0.8430555555555556
50,0.7611111111111111
51,0.7847222222222222
52,0.7333333333333333
53,0.8444444444444444
54,0.7944444444444444
55,0.5902777777777778
56,0.7277777777777777
57,0.5777777777777777
58,0.8
59,0.8111111111111111
60,0.9055555555555556
61,0.5027777777777778
62,0.6152777777777778
63,0.7833333333333333
64,0.41388888888888886
65,0.8027777777777778
66,0.4222222222222222
67,0.8638888888888889
68,0.6513888888888889
69,0.8847222222222222
70,0.8111111111111111
71,0.7375
72,0.6347222222222222
73,0.5611111111111111
74,0.8166666666666667
75,0.48194444444444445
76,0.9208333333333333
77,0.4736111111111111
78,0.5972222222222222
79,0.8944444444444445
80,0.6833333333333333
81,0.9166666666666666
82,0.37777777777777777
83,0.6361111111111111
84,0.7666666666666667
85,0.7986111111111112
86,0.5597222222222222
87,0.9236111111111112
88,0.65
89,0.8319444444444445
90,0.6041666666666666
91,0.8402777777777778
92,0.975
93,0.7486111111111111
94,0.7236111111111111
95,0.5972222222222222
96,0.7347222222222223
97,0.5652777777777778
98,0.9291666666666667
99,0.7458333333333333
100,0.7263888888888889
101,0.7569444444444444
102,0.7722222222222223
103,0.7986111111111112
104,0.8
105,0.6944444444444444
106,0.7333333333333333
107,0.8541666666666666
108,0.38333333333333336
109,0.8513888888888889
110,0.5152777777777777
111,0.41944444444444445
112,0.7958333333333333
113,0.8708333333333333
114,0.6166666666666667
115,0.8819444444444444
116,0.7708333333333334
117,0.5111111111111111
118,0.5291666666666667
119,0.925
120,0.5833333333333334
121,0.7972222222222223
122,0.6236111111111111
