epoch,mlp/train/acc,mlp/train/loss,mlp/val/acc,mlp/val/loss,step
0,,,36.65674591064453,1.8338217735290527,182
0,31.817890167236328,1.9081462621688843,,,182
1,,,39.3353157043457,1.7950770854949951,365
1,43.005149841308594,1.6116753816604614,,,365
2,,,38.29365158081055,1.79995858669281,548
2,47.96653747558594,1.470673680305481,,,548
3,,,37.27182388305664,1.8156694173812866,731
3,51.90154266357422,1.367965579032898,,,731
4,,,37.66865158081055,1.8620260953903198,914
4,55.05147933959961,1.2810240983963013,,,914
5,,,36.617061614990234,1.8890049457550049,1097
5,57.56220626831055,1.2101649045944214,,,1097
6,,,35.962303161621094,1.9330450296401978,1280
6,60.151222229003906,1.1467151641845703,,,1280
7,,,35.61507797241211,1.967706561088562,1463
7,62.356285095214844,1.0839914083480835,,,1463
8,,,34.613094329833984,2.012671709060669,1646
8,64.53453826904297,1.026188850402832,,,1646
9,,,34.06745910644531,2.059950828552246,1829
9,66.4317855834961,0.9772475361824036,,,1829
10,,,35.41666793823242,2.1093945503234863,2012
10,68.07485961914062,0.92868572473526,,,2012
11,,,34.216270446777344,2.1514127254486084,2195
11,69.77156066894531,0.8874328136444092,,,2195
12,,,33.53174591064453,2.2041208744049072,2378
12,71.14435577392578,0.8498489856719971,,,2378
13,,,34.06745910644531,2.235029458999634,2561
13,72.91505432128906,0.8068073391914368,,,2561
14,,,32.966270446777344,2.2793972492218018,2744
14,74.03689575195312,0.7737482786178589,,,2744
15,,,32.84722137451172,2.316581964492798,2927
15,75.15872955322266,0.7427704334259033,,,2927
16,,,33.025794982910156,2.3642537593841553,3110
16,76.22694396972656,0.7133713960647583,,,3110
17,,,33.88888931274414,2.3864097595214844,3293
17,77.46353149414062,0.684866189956665,,,3293
18,,,33.0853157043457,2.4256958961486816,3476
18,78.33119201660156,0.6598817706108093,,,3476
19,,,34.16666793823242,2.4179656505584717,3659
19,79.0422592163086,0.6405811309814453,,,3659
20,,,35.17856979370117,2.4561407566070557,3842
20,80.34856414794922,0.6112695336341858,,,3842
21,,,35.367061614990234,2.46669340133667,4025
21,80.83547973632812,0.5948288440704346,,,4025
22,,,33.74007797241211,2.507246255874634,4208
22,81.6591567993164,0.5755323767662048,,,4208
23,,,34.24603271484375,2.5510048866271973,4391
23,82.45173645019531,0.5556622743606567,,,4391
24,,,33.869049072265625,2.5442192554473877,4574
24,82.76168823242188,0.5456094145774841,,,4574
25,,,32.787696838378906,2.55871319770813,4757
25,83.46310424804688,0.52816241979599,,,4757
26,,,35.18849182128906,2.5993807315826416,4940
26,83.7333755493164,0.5193355679512024,,,4940
27,,,33.849205017089844,2.5800609588623047,5123
27,84.06263732910156,0.5129748582839966,,,5123
28,,,33.4226188659668,2.5896353721618652,5306
28,85.03646850585938,0.49002593755722046,,,5306
29,,,33.144840240478516,2.621852397918701,5489
29,85.30137634277344,0.48220470547676086,,,5489
30,,,33.30356979370117,2.6402926445007324,5672
30,85.8558578491211,0.46877139806747437,,,5672
31,,,33.53174591064453,2.6133334636688232,5855
31,86.22264862060547,0.45747989416122437,,,5855
32,,,32.23214340209961,2.6466002464294434,6038
32,86.78893280029297,0.44440460205078125,,,6038
33,,,33.52182388305664,2.62959361076355,6221
33,87.00128936767578,0.4392659068107605,,,6221
34,,,31.706348419189453,2.672295570373535,6404
34,87.44208526611328,0.4308077096939087,,,6404
35,,,33.1646842956543,2.6535346508026123,6587
35,87.34663391113281,0.42976728081703186,,,6587
36,,,32.08333206176758,2.6432437896728516,6770
36,87.5750732421875,0.42444103956222534,,,6770
37,,,33.224205017089844,2.705465793609619,6953
37,88.21965026855469,0.4083147346973419,,,6953
38,,,33.25396728515625,2.70127534866333,7136
38,88.3858871459961,0.4056379199028015,,,7136
39,,,32.599205017089844,2.6974120140075684,7319
39,88.54676055908203,0.3998836278915405,,,7319
40,,,32.76785659790039,2.686986207962036,7502
40,88.77091217041016,0.3956208825111389,,,7502
41,,,33.20436477661133,2.697049617767334,7685
41,89.02080535888672,0.3889884650707245,,,7685
42,,,32.00396728515625,2.731740713119507,7868
42,89.27284240722656,0.38395237922668457,,,7868
43,,,32.45039749145508,2.7110953330993652,8051
43,89.54740142822266,0.37668877840042114,,,8051
44,,,32.867061614990234,2.698519229888916,8234
44,89.73616790771484,0.3701826333999634,,,8234
45,,,33.492061614990234,2.6880104541778564,8417
45,89.6332015991211,0.37291374802589417,,,8417
46,,,32.58928680419922,2.7259743213653564,8600
46,90.14371490478516,0.3617372214794159,,,8600
47,,,31.65674591064453,2.7216296195983887,8783
47,90.31102752685547,0.3600465655326843,,,8783
48,,,32.757938385009766,2.7418646812438965,8966
48,90.34212493896484,0.35920941829681396,,,8966
49,,,32.22222137451172,2.7497894763946533,9149
49,90.43972778320312,0.35510993003845215,,,9149
50,,,32.2023811340332,2.731907367706299,9332
50,90.52767181396484,0.3525974154472351,,,9332
51,,,31.636905670166016,2.74472975730896,9515
51,90.81510162353516,0.34573397040367126,,,9515
52,,,31.557538986206055,2.7846286296844482,9698
52,90.88159942626953,0.3430391848087311,,,9698
53,,,33.015872955322266,2.744861364364624,9881
53,90.86443328857422,0.3442211449146271,,,9881
54,,,31.875,2.7621686458587646,10064
54,91.04890441894531,0.3393092453479767,,,10064
55,,,31.349206924438477,2.7220582962036133,10247
55,91.13684844970703,0.33857986330986023,,,10247
56,,,34.05754089355469,2.736495018005371,10430
56,91.20442199707031,0.33689212799072266,,,10430
57,,,32.748016357421875,2.7734687328338623,10613
57,91.42213439941406,0.3321484923362732,,,10613
58,,,32.62896728515625,2.7949931621551514,10796
58,91.3567123413086,0.330967515707016,,,10796
59,,,32.42063522338867,2.7694993019104004,10979
59,91.61840057373047,0.32708656787872314,,,10979
60,,,31.974206924438477,2.776186466217041,11162
60,91.47683715820312,0.3271748423576355,,,11162
61,,,32.033729553222656,2.7585911750793457,11345
61,91.50257110595703,0.32750171422958374,,,11345
62,,,33.07539749145508,2.7688841819763184,11528
62,91.67202758789062,0.32102957367897034,,,11528
63,,,33.48214340209961,2.7519032955169678,11711
63,91.86614990234375,0.32054105401039124,,,11711
64,,,32.400794982910156,2.7571640014648438,11894
64,91.74281311035156,0.3201696276664734,,,11894
65,,,34.037696838378906,2.795747995376587,12077
65,92.1793212890625,0.31194570660591125,,,12077
66,,,33.18452453613281,2.783397674560547,12260
66,91.9648208618164,0.3159717321395874,,,12260
67,,,33.82936477661133,2.765270471572876,12443
67,92.0699234008789,0.3145993947982788,,,12443
68,,,33.74007797241211,2.8104476928710938,12626
68,92.29193115234375,0.3102548122406006,,,12626
69,,,32.91666793823242,2.761885643005371,12809
69,92.08708953857422,0.31303760409355164,,,12809
70,,,32.91666793823242,2.77470326423645,12992
70,92.29300689697266,0.30724358558654785,,,12992
71,,,32.92658615112305,2.77370285987854,13175
71,92.27477264404297,0.30791401863098145,,,13175
72,,,32.49007797241211,2.7998034954071045,13358
72,92.6812515258789,0.3008613586425781,,,13358
73,,,32.64881134033203,2.7742509841918945,13541
73,92.56649780273438,0.3040652275085449,,,13541
74,,,32.619049072265625,2.7762773036956787,13724
74,92.50321960449219,0.30271071195602417,,,13724
75,,,33.283729553222656,2.7778170108795166,13907
75,92.53861236572266,0.3021962344646454,,,13907
76,,,33.47222137451172,2.8090710639953613,14090
76,92.69841003417969,0.29720398783683777,,,14090
77,,,33.06547546386719,2.785686731338501,14273
77,92.5461196899414,0.302596777677536,,,14273
78,,,32.72817611694336,2.79931902885437,14456
78,92.85285186767578,0.29469674825668335,,,14456
79,,,32.42063522338867,2.785339117050171,14639
79,92.9268569946289,0.2931274175643921,,,14639
80,,,33.35317611694336,2.7844176292419434,14822
80,92.81423950195312,0.29569709300994873,,,14822
81,,,33.03571319580078,2.8465323448181152,15005
81,92.67696380615234,0.298963725566864,,,15005
82,,,32.55952453613281,2.785080671310425,15188
82,92.87966918945312,0.2932170033454895,,,15188
83,,,32.658729553222656,2.803619861602783,15371
83,93.16173553466797,0.29043859243392944,,,15371
