epoch,ext/train/acc,ext/train/acc5,ext/train/loss,ext/train/lr,ext/val/acc,ext/val/acc5,ext/val/loss,step
0,,,,,6.791125774383545,24.134199142456055,3.908473491668701,6104
0,7.384462356567383,24.1619873046875,3.867166042327881,0.0006999970646575093,,,,6104
1,,,,,9.145021438598633,27.029220581054688,3.829894781112671,12209
1,11.884871482849121,33.157249450683594,3.639261245727539,0.0006999970646575093,,,,12209
2,,,,,8.928571701049805,26.46103858947754,3.873974561691284,18314
2,14.218731880187988,36.73394012451172,3.5475261211395264,0.0006999970646575093,,,,18314
3,,,,,9.496753692626953,28.354978561401367,3.810065984725952,24419
3,14.942669868469238,37.925296783447266,3.518091917037964,0.0006999970646575093,,,,24419
4,,,,,9.117965698242188,27.380952835083008,3.839294910430908,30524
4,15.400725364685059,38.49654769897461,3.497419834136963,0.0006999970646575093,,,,30524
5,,,,,9.740260124206543,28.571428298950195,3.79946231842041,36629
5,15.645547866821289,38.80104064941406,3.4853734970092773,0.0006999970646575093,,,,36629
6,,,,,9.821428298950195,26.650432586669922,3.814974784851074,42734
6,15.873113632202148,39.06633758544922,3.478217124938965,0.0006999970646575093,,,,42734
7,,,,,9.145021438598633,28.246753692626953,3.824917793273926,48839
7,16.165321350097656,39.5495491027832,3.465162754058838,0.0006999970646575093,,,,48839
8,,,,,9.496753692626953,29.491342544555664,3.7885165214538574,54944
8,16.11705780029297,39.56095886230469,3.4646289348602295,0.0006999970646575093,,,,54944
9,,,,,10.119047164916992,29.78896141052246,3.7889275550842285,61049
9,16.133146286010742,39.81484603881836,3.4581639766693115,0.0006999970646575093,,,,61049
10,,,,,8.495671272277832,27.57034683227539,3.8328983783721924,67154
10,16.303089141845703,39.91809844970703,3.4559032917022705,0.0006999970646575093,,,,67154
11,,,,,8.928571701049805,29.38311767578125,3.805148124694824,73259
11,16.368316650390625,39.93038558959961,3.453805446624756,0.0006999970646575093,,,,73259
12,,,,,10.308441162109375,28.977272033691406,3.799156904220581,79364
12,16.538843154907227,40.14332580566406,3.446500539779663,0.0006999970646575093,,,,79364
13,,,,,9.821428298950195,28.706710815429688,3.7924771308898926,85469
13,16.582719802856445,40.309173583984375,3.4453704357147217,0.0006999970646575093,,,,85469
14,,,,,10.173160552978516,29.92424201965332,3.7649433612823486,91574
14,16.64385223388672,40.262081146240234,3.442067861557007,0.0006999970646575093,,,,91574
15,,,,,9.388527870178223,28.11147117614746,3.8212945461273193,97679
15,16.599977493286133,40.29279327392578,3.443385124206543,0.0006999970646575093,,,,97679
16,,,,,10.227272987365723,29.599567413330078,3.7923758029937744,103784
16,16.591787338256836,40.251258850097656,3.4417591094970703,0.0006999970646575093,,,,103784
17,,,,,10.200216293334961,30.303030014038086,3.7417094707489014,109889
17,16.694162368774414,40.54521942138672,3.4342379570007324,0.0006999970646575093,,,,109889
18,,,,,9.226190567016602,28.19264030456543,3.803433418273926,115994
18,16.76933479309082,40.62419509887695,3.4338877201080322,0.0006999970646575093,,,,115994
19,,,,,10.010822296142578,29.329004287719727,3.814885139465332,122099
19,16.83017349243164,40.69001007080078,3.4278793334960938,0.0006999970646575093,,,,122099
